year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
1993,09,25,20,27,27.00,,-10.490,-37.070,  0.0,10, 3.5,1,"I","5",,"SE","Capela","(UFRN;IAG;UnB)"
1993,09,27,03,56,06.00,,-10.490,-37.070,  0.0,10, 3.5,1,"I","5-6",,"SE","Capela","(UFRN;IAG;UnB)"
1993,09,29,04,06,27.00,,-20.580,-45.400,  1.0,1, 2.4,1,"I",,,"MG","Formiga","(IAG;UnB)"
1993,10,05,19,31,48.00,,-8.280,-36.020,  0.0,5, 2.1,1,"I",,,"PE","Caruaru","(UFRN;UnB;IAG)"
1993,10,06,07,23,11.00,,-8.280,-36.020,  0.0,5, 2.5,1,"I",,,"PE","Caruaru","(UFRN;UnB;IAG)"
1993,10,08,00,28,04.00,,-19.960,-44.180,  3.0,2, 2.4,1,"I",,,"MG","Betim","(IAG;UnB) 2 evts."
1993,10,10,00,58,17.00,,-8.280,-36.020,  0.0,5, 3.3,1,"I","3-4",,"PE","Caruaru","(UFRN;UnB;UFRN;IAG)"
1993,10,18,06,18,08.00,,-15.140,-44.970,  0.0,40, 3.3,1,"I",,,"MG","Januaria","(UnB;IAG;UNESP)"
1993,10,23,20,21,50.00,,-4.410,-38.290,  0.0,2, 2.1,5,"I","3-4",,"CE","Cascavel","(UFRN;IAG)"
1993,10,24,20,59,36.00,,-4.410,-38.290,  0.0,2, 2.1,5,"I","3-4",,"CE","Cascavel","(UFRN;IAG)"
1993,10,30,17,59,03.00,,-31.700,-68.230,107.0,20, 5.9,0,"E",,,"AR","Argentina","(USGS) S.Paulo IIMM"
1993,11,18,15,22,46.00,,-5.300,-50.430,  0.0,80, 3.9,1,"I",,,"PA","Serra de Carajas","(UnB;IAG;UFRN)"
1993,11,21,02,56,13.00,,-4.410,-38.290,  0.0,2, 2.0,5,"I","3-4",,"CE","Cascavel","(UFRN;IAG)"
1993,12,04,01,49,57.00,,-20.260,-44.750,  0.0,1, 2.6,1,"I","4",,"MG","Carmo do Cajuru","(IAG;UnB;IPT) varios"
1993,12,20,01,01,,,-22.700,-51.090,  0.0,1, 2.2,1,"I",,,"SP","Iepe","(IPT) varios induzidos"
1993,12,27,15,10,50.00,,-20.320,-44.470,  0.0,5, 2.9,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,27,21,29,22.00,,-20.320,-44.470,  0.0,5, 2.6,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,27,22,48,11.00,,-20.320,-44.470,  4.0,5, 3.6,1,"I","5",,"MG","Itaguara","(IAG;UnB;IPT) varios"
1993,12,28,21,09,34.00,,-20.320,-44.470,  0.0,5, 3.2,1,"I","3",,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,21,28,10.00,,-20.320,-44.470,  0.0,5, 2.7,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,21,32,06.00,,-20.320,-44.470,  4.0,5, 3.2,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,22,17,29.00,,-20.320,-44.470,  0.0,5, 2.2,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,22,28,33.00,,-20.320,-44.470,  0.0,5, 2.9,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,22,32,35.00,,-20.320,-44.470,  0.0,5, 2.9,1,"I","3",,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,29,04,59,25.00,,-20.320,-44.470,  0.0,5, 2.8,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,30,02,41,,,-22.940,-51.010,  0.0,1, 2.2,1,"I","3",,"PR","Ibiaci","(IPT;IAG) Induz.; varios"
1993,12,31,10,29,50.00,,-20.320,-44.470,  0.0,5, 2.8,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1994,01,15,21,46,27.00,,-23.840,-47.240,  0.0,20, 2.2,1,"I",,,"SP","Piai","(IPT) Explosao ?"
1994,01,20,06,27,47.00,,-15.870,-45.210,  0.0,150, 2.7,1,"I",,,"MG","Sao Francisco","(UnB)"
1994,02,09,12,15,38.00,,-22.760,-56.710,  0.0,40, 3.0,1,"I",,,"PY","Paraguai","(IPT;UnB;IAG;COPEL)"
1994,02,18,01,55,19.00,,-5.650,-35.850,  0.0,10, 2.0,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1994,02,20,04,53,40.00,,-5.650,-35.850,  0.0,10, 2.0,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1994,02,20,06,04,47.00,,-5.650,-35.850,  0.0,10, 2.0,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1994,02,20,12,23,59.00,,-5.650,-35.850,  0.0,10, 2.0,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1994,02,21,23,11,17.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,02,22,13,53,48.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,02,24,18,22,59.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,03,07,20,00,15.00,,-19.170,-47.610,  0.0,20, 2.5,1,"I",,,"MG","Sacramento","(UnB)"
1994,03,21,00,25,31.00,,-19.380,-47.650,  0.0,10, 2.4,1,"I",,,"MG","Nova Ponte","(UnB)"
1994,03,24,08,40,18.00,,-16.350,-50.490,  0.0,30, 2.3,1,"I",,,"GO","Sanclerland.","(UnB)"
1994,04,06,12,18,22.00,,-9.750,-36.540,  0.0,20, 2.8,1,"I","4",,"AL","Junqueiro","(IAG;UnB)"
1994,04,06,20,41,17.00,,-25.510,-56.100,  0.0,50, 2.1,1,"I",,,"PY","Paraguai","(UnB) Explosao ?"
1994,04,11,08,15,33.00,,-25.150,-45.890,  0.0,50, 2.2,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1994,04,11,18,03,21.00,,-19.890,-44.150,  1.0,5, 2.6,1,"I","3",,"MG","Betim","(IAG;UnB) varios"
1994,04,13,00,07,42.00,,-19.890,-44.150,  1.0,5, 2.3,1,"I","3",,"MG","Betim","(IAG;UnB) varios"
1994,04,19,15,00,36.00,,-25.600,-56.050,  0.0,50, 2.3,1,"I",,,"PY","Paraguai","(UnB) Explosao ?"
1994,04,21,10,00,59.00,,-18.460,-47.370,  0.0,50, 2.1,1,"I",,,"MG","A.Dourados","(UnB)"
1994,04,29,07,11,30.00,,-28.300,-63.250,562.0,20, 6.3,0,"E",,,"AR","Argentina","(USGS) Parana IIMM"
1994,05,10,06,36,28.00,,-28.500,-63.100,600.0,5, 6.4,0,"E",,,"AR","Argentina","(USGS) Campinas II MM"
1994,05,19,19,46,12.00,,-20.330,-45.630,  0.0,30, 2.1,1,"I",,,"MG","Pains","(UnB)"
1994,05,25,23,37,30.00,,-25.090,-45.060,  0.0,20, 2.1,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1994,06,01,21,22,07.00,,-23.120,-40.970,  0.0,20, 3.3,1,"I",,,"RJ","Margem Cont.","(UnB;IAG)"
1994,06,08,05,32,33.00,,-19.380,-47.650,  0.0,5, 2.8,1,"I",,,"MG","Nova Ponte","(UnB)"
1994,06,09,00,26,40.00,,-23.450,-45.510,  2.0,2, 2.6,5,"I",,,"SP","Paraibuna","(IPT;IAG)"
1994,06,09,00,33,16.00,,-13.840,-67.550,631.0,20, 7.0,0,"E",,,"BO","Bolivia","(USGS 8.3Mw) Brasil IV MM"
1994,06,13,16,04,53.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,14,14,44,41.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,14,18,40,07.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,14,20,18,08.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,15,14,08,07.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,16,11,57,43.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,18,21,02,07.00,,-4.410,-38.290,  4.0,2, 2.9,1,"I",,,"CE","Cascavel","(UFRN;IAG) varios"
1994,06,19,02,33,55.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,19,19,33,20.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,19,19,35,03.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,20,18,15,44.00,,-4.410,-38.290,  4.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,21,02,00,01.00,,-4.410,-38.290,  4.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,21,12,31,24.00,,-5.460,-35.690,  0.0,10, 2.3,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1994,06,22,01,30,47.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,23,07,32,37.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,23,07,44,31.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,23,07,45,59.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,23,18,45,34.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,23,23,15,16.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,01,00,31,24.00,,-13.710,-37.590,  0.0,200, 3.4,1,"I",,,"BA","Margem Cont.","(IAG)"
1994,07,03,10,04,34.00,,-4.410,-38.290,  4.0,2, 2.3,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,07,08,09,45.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,07,21,22,13.00,,-19.860,-46.960,  0.0,40, 2.5,1,"I",,,"MG","Tapira","(UnB)"
1994,07,07,22,15,59.00,,-24.020,-49.730,  0.0,20, 2.3,1,"I",,,"PR","Calogeras","(IPT;IAG)"
1994,07,13,02,52,02.00,,-21.850,-46.610,  0.0,5, 2.2,1,"I","4",1.270000,"MG","Pocos de Caldas","(IPT;IAG;UnB)"
1994,07,15,04,35,57.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,09,32,11.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,11,21,01.00,,-4.410,-38.290,  4.0,2, 2.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,11,30,53.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,12,12,16.00,,-4.410,-38.290,  4.0,2, 2.7,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,13,56,02.00,,-4.410,-38.290,  4.0,2, 2.9,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,25,19,01,03.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,27,15,17,22.00,,-19.130,-47.680,  0.0,5, 2.0,5,"I",,,"MG","Nova Ponte","(UnB)"
1994,07,28,04,08,02.00,,-19.100,-47.650,  0.0,5, 2.0,5,"I",,,"MG","Nova Ponte","(UnB)"
1994,07,29,16,03,16.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,30,00,15,47.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,01,20,38,04.00,,-4.410,-38.290,  4.0,2, 2.3,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,03,15,38,38.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,08,05,10,55,17.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,05,12,56,03.00,,-4.410,-38.290,  4.0,2, 2.8,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,05,18,42,36.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,06,22,19,31.00,,-10.510,-37.340,  0.0,50, 2.6,1,"I",,,"SE","Gado Bravo","(IAG) Explosao ?"
1994,08,08,02,50,35.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,08,14,14,22.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,08,15,06,10.00,,-4.410,-38.290,  4.0,2, 2.4,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,08,16,20,05.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,10,02,41,42.00,,-4.410,-38.290,  4.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,11,07,23,34.00,,-4.410,-38.290,  4.0,2, 3.5,1,"I",,,"CE","Cascavel","(UFRN;IAG;UnB)"
1994,08,11,07,27,57.00,,-4.410,-38.290,  4.0,2, 2.4,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,11,15,01,01.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,12,06,20,09.00,,-3.700,-31.000,  0.0,300, 3.5,1,"I",,,"RN","F.Noronha?","(UFRN;UnB;IAG)"
1994,08,15,08,12,28.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,15,10,34,07.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,08,19,10,02,52.00,,-26.640,-63.420,564.0,20, 6.4,0,"E",,,"AR","Argentina","(USGS) Sao Paulo IMM"
1994,08,21,05,12,23.00,,-21.320,-46.160,  1.0,2, 2.4,1,"I","3",,"MG","Areado","(IAG;IPT) varios"
1994,08,24,07,01,14.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,26,01,31,47.00,,-5.490,-36.540,  0.0,2, 3.0,1,"I",,,"RN","N.S. Rafael","(UFRN;UnB;IAG)varios"
1994,08,26,07,52,30.00,,-5.490,-36.540,  0.0,2, 2.6,1,"I",,,"RN","N.S. Rafael","(UFRN;UnB;IAG)"
1994,09,11,01,41,22.00,,-5.460,-35.690,  0.0,10, 3.5,1,"I",,,"RN","Joao Camara","(UFRN;IAG;UnB)"
1994,09,16,10,36,,,-5.460,-35.690,  0.0,10, 2.2,5,"I",,,"RN","Joao Camara","(UFRN)"
1994,09,20,07,09,46.00,,-4.410,-38.290,  4.0,2, 2.8,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,09,20,09,17,53.00,,-23.170,-46.110,  2.0,2, 2.6,5,"I",,,"SP","Igarata","(IPT;IAG)"
1994,09,21,06,31,17.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,09,22,20,11,,,-4.410,-38.290,  4.0,2, 2.3,5,"I",,,"CE","Cascavel","(UFRN)"
1994,09,23,01,05,17.00,,-13.420,-39.660,  0.0,40, 2.7,1,"I","3-4",,"BA","Jaguaquara","(IAG)"
1994,09,29,18,16,45.00,,-4.410,-38.290,  4.0,2, 2.3,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,10,02,22,38,48.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,10,02,23,17,48.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,10,23,11,39,33.00,,-4.410,-38.290,  4.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,10,27,00,28,19.00,,-4.410,-38.290,  4.0,2, 2.0,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,11,01,14,42,41.00,,-5.650,-35.850,  0.0,10, 2.2,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1994,11,04,12,19,47.00,,-4.410,-38.290,  4.0,2, 2.8,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,11,13,04,47,17.00,,-20.200,-44.400,  0.0,10, 3.0,1,"I","4-5",1.650000,"MG","Brumadinho","(IAG;UnB;IPT)"
1994,11,15,03,10,44.00,,-4.410,-38.290,  4.0,2, 2.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,12,31,19,17,51.00,,-19.020,-43.750,  0.0,10, 2.4,1,"I","4",0.100000,"MG","Sant. Riacho","(UnB;IAG) varios"
1995,01,11,17,37,06.00,,-17.220,-48.620,  0.0,20, 2.5,1,"I",,,"GO","Pires do Rio","(UnB)"
1995,01,13,18,22,,,-4.410,-38.290,  0.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1995,01,13,20,46,,,-4.410,-38.290,  0.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1995,01,18,19,21,08.00,,-4.410,-38.290,  0.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB)"
1995,01,18,20,45,07.00,,-4.410,-38.290,  0.0,2, 2.2,5,"I",,,"CE","Cascavel","(UFRN;UnB)"
1995,01,18,21,45,,,-4.410,-38.290,  0.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN)"
1995,01,20,14,21,47.00,,-4.410,-38.290,  0.0,2, 2.1,5,"I",,,"CE","Cascavel","(UFRN;UnB)"
1995,01,28,03,23,00.00,,-23.990,-49.180,  0.0,20, 2.5,1,"I",,,"SP","Itarare","(IPT;IAG)"
1995,02,09,03,30,31.00,,-24.630,-45.690,  0.0,80, 2.2,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1995,02,09,22,17,22.00,,-12.470,-54.200,  0.0,80, 3.7,1,"I",,,"MT","Consul","(UnB)"
1995,02,10,07,27,19.00,,-21.780,-46.510,  0.0,30, 2.1,1,"I",,,"MG","Pocos Caldas","(IPT;UnB;IAG)"
1995,03,11,03,52,06.00,,-26.130,-48.390,  0.0,30, 2.8,1,"I",,,"SC","Plat. Cont.","(IPT;IAG;COPEL;UFRS)"
1995,03,12,14,42,08.00,,-5.550,-35.880,  0.0,30, 2.3,5,"I",,,"RN","Joao Camara","(UFRN)"
1995,03,14,20,42,11.00,,-13.750,-47.720,  0.0,50, 2.4,1,"I",,,"GO","Cavalcante","(UnB)"
1995,03,18,02,59,31.00,,-24.500,-49.870,  0.0,10, 2.5,1,"I","5",,"PR","Pirai do Sul","(IAG;IPT;COPEL)"
1995,03,20,03,26,38.00,,-5.370,-35.940,  0.0,30, 2.9,5,"I",,,"RN","Joao Camara","(UFRN;UnB)"
1995,03,20,11,00,,,-5.530,-35.750,  0.0,30, 2.1,5,"I",,,"RN","Joao Camara","(UFRN)"
1995,03,20,12,12,58.00,,-12.270,-49.320,  0.0,50, 2.6,1,"I",,,"TO","Figueiropol.","(UnB)"
1995,03,27,02,37,58.00,,-13.430,-48.610,  0.0,50, 2.0,1,"I",,,"GO","S.T.de Goias","(UnB)"
1995,03,29,00,41,36.00,,-7.110,-40.220,  0.0,30, 2.6,1,"I",,,"CE","Aiuaba","(UFRN;IAG;UnB)"
1995,04,02,11,17,37.00,,-24.980,-48.410,  0.0,20, 2.5,1,"I",,,"SP","Rio Vermelho","(IPT)"
1995,04,12,17,28,01.00,,-12.290,-40.380,  0.0,50, 2.2,1,"I",,,"BA","Itaberaba","(IAG) Explosao ?"
1995,04,19,21,11,23.00,,-19.120,-47.570,  0.0,10, 2.5,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,04,21,08,51,27.00,,-19.140,-47.670,  0.0,5, 3.5,1,"I","3",,"MG","Nova Ponte","(UnB;IPT;IAG)"
1995,04,22,16,50,50.00,,-4.410,-38.290,  4.0,2, 3.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1995,04,23,01,36,57.00,,-4.670,-38.190,  0.0,20, 2.7,1,"I",,,"CE","Hidrolandia","(UFRN;UnB;IAG)"
1995,04,28,13,33,08.00,,-5.610,-35.610,  0.0,10, 2.6,1,"I",,,"RN","Taipu","(UFRN;IAG;UnB)"
1995,05,02,16,49,26.00,,-25.680,-48.310,  0.0,50, 3.1,1,"I",,,"SP","Margem Cont.","(IPT)"
1995,05,04,00,50,51.00,,-25.330,-43.980,  0.0,50, 2.5,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1995,05,07,17,57,16.00,,-13.370,-49.030,  0.0,30, 2.0,1,"I",,,"GO","Porangatu","(UnB)"
1995,05,10,01,37,56.00,,-3.910,-40.410,  0.0,5, 3.4,1,"I",,,"CE","Groairas","(UFRN;IAG)"
1995,05,22,00,56,24.00,,-23.170,-46.150,  0.0,2, 2.0,1,"I","4",0.015000,"SP","Igarata","(IPT;IAG) Induzido"
1995,05,26,19,43,44.00,,-20.200,-47.650,  0.0,50, 2.9,1,"I",,,"SP","Buritizal","(UnB)"
1995,05,27,23,19,44.00,,-20.010,-44.700,  0.0,20, 3.1,1,"I",,,"MG","Igaratinga","(UnB;IPT;IAG)"
1995,05,28,09,22,59.00,,-20.930,-47.650,  0.0,50, 2.7,1,"I",,,"SP","Batatais","(UnB)"
1995,05,29,11,58,20.00,,-19.460,-47.570,  0.0,20, 2.5,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,05,30,01,41,13.00,,-10.790,-38.190,  0.0,50, 2.2,1,"I",,,"SE","Poço Verde","(IAG)"
1995,05,30,13,01,20.00,,-20.920,-47.630,  0.0,50, 2.6,1,"I",,,"SP","Nuporanga","(UnB)"
1995,05,30,19,43,08.00,,-19.680,-47.500,  0.0,30, 3.0,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,05,31,00,36,47.00,,-25.150,-44.600,  0.0,50, 3.0,1,"I",,,"SP","Margem Cont.","(IAG;IPT)"
1995,06,02,09,32,11.00,,-20.540,-47.660,  0.0,50, 2.9,1,"I",,,"SP","Sao Jose","(UnB)"
1995,06,03,05,26,31.00,,-18.030,-46.740,  0.0,50, 3.1,1,"I",,,"GO","Vazante","(UnB;IAG)"
1995,06,03,19,50,03.00,,-19.430,-47.810,  0.0,30, 2.6,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,06,04,02,49,24.00,,-19.560,-45.660,  0.0,60, 2.5,1,"I",,,"MG","Dores Indaia","(UnB;IAG)"
1995,06,04,03,19,53.00,,-20.000,-45.670,  0.0,20, 2.5,1,"I",,,"MG","Lagoa Prata","(UnB;IAG;IPT)"
1995,06,05,06,51,37.00,,-19.380,-45.760,  0.0,60, 2.4,1,"I",,,"MG","Dores Indaia","(UnB;IAG)"
1995,06,06,00,32,22.00,,-20.320,-48.410,  0.0,30, 2.8,1,"I",,,"SP","Guaira","(UnB;IPT;IAG)"
1995,06,06,17,42,04.00,,-21.020,-47.550,  0.0,40, 2.5,1,"I",,,"SP","Altinopolis","(UnB)"
1995,06,06,17,43,43.00,,-21.030,-47.600,  0.0,40, 2.7,1,"I",,,"SP","Altinopolis","(UnB)"
1995,06,08,03,48,11.00,,-19.500,-45.740,  0.0,60, 2.5,1,"I",,,"MG","Dores Indaia","(UnB;IAG)"
1995,06,08,20,00,13.00,,-20.860,-47.570,  0.0,50, 2.5,1,"I",,,"SP","Batatais","(UnB)"
1995,06,18,08,44,44.00,,-24.000,-49.510,  0.0,10, 2.6,1,"I",,,"PR","Reianopolis","(IPT;IAG)"
1995,06,21,02,57,43.00,,-10.790,-48.340,  0.0,20, 2.9,1,"I",,,"TO","Porto Nacional","(UnB;IAG)"
1995,06,23,20,01,07.00,,-21.120,-44.410,  0.0,60, 2.0,1,"I",,,"MG","Cassiterita","(UnB)"
1995,06,25,16,57,,,-23.450,-45.520,  0.0,5, 2.0,1,"I",,,"SP","Paraibuna","(IPT;IAG)"
1995,06,27,00,14,50.00,,-5.530,-35.750,  0.0,30, 2.0,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,06,27,04,13,53.00,,-5.530,-35.750,  0.0,30, 2.1,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,06,27,04,14,,,-5.530,-35.750,  0.0,30, 2.0,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,07,16,22,22,06.00,,-23.180,-51.190,  0.0,200, 2.2,1,"I",,,"SP","Bilac","(IAG)"
1995,07,18,09,40,24.00,,-5.530,-35.750,  0.0,30, 2.0,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,07,20,23,07,49.00,,-24.640,-46.550,  0.0,50, 2.1,1,"I",,,"SP","Margem Cont.","(IPT)"
1995,07,26,20,27,38.00,,-20.410,-45.490,  0.0,10, 2.3,1,"I",,,"MG","Formiga","(IAG) Explosao ?"
1995,08,06,07,03,40.00,,-22.690,-51.550,  0.0,50, 2.7,1,"I",,,"PR","Maira","(IPT;IAG)"
1995,08,10,19,16,32.00,,-9.860,-50.540,  0.0,70, 2.9,1,"I",,,"MT","Vila Rica","(UnB)"
1995,08,24,03,20,06.00,,-19.170,-47.860,  0.0,20, 3.0,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,08,24,21,31,10.00,,-5.530,-35.750,  0.0,30, 2.5,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,08,27,12,12,,,-16.670,-43.940,  0.0,10, 2.6,1,"I",,,"MG","Montes Claros","(IAG;UnB;IPT)"
1995,08,27,20,08,35.00,,-16.670,-43.940,  0.0,10, 3.7,1,"I","6",,"MG","Montes Claros","(IAG;UnB;IPT)"
1995,08,28,12,59,58.00,,-16.670,-43.940,  0.0,10, 2.4,1,"I",,,"MG","Montes Claros","(IAG;UnB;IPT)"
1995,09,21,17,00,,,-11.930,-61.930,  0.0,5, 2.6,4,"C","3",,"RO","Rolim de Moura","(IAG)"
1995,10,04,06,55,53.00,,-14.890,-48.780,  0.0,40, 2.0,1,"I",,,"GO","Dois Irmaos","(UnB)"
1995,10,12,10,45,,,-4.410,-38.290,  0.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1995,10,28,06,07,,,-23.730,-53.210,  0.0,50, 2.8,1,"I",,,"PR","Lovat","(IPT)"
1995,10,30,02,37,15.00,,-5.530,-35.750,  0.0,30, 2.3,1,"I",,,"RN","Joao Camara","(UFRN)"
