year,mm,dd,hh,min,ss.s,L,latit,longit,depth,err(km),mag,tm,CAT,Io,Area,ST,Localities,(source) comments
1992,06,29,23,31,51.00,,-19.950,-44.160,  0.0,5, 2.6,1,"I","4-5",,"MG","Betim","(IAG;IPT;UnB)"
1992,07,05,07,34,17.00,,-22.030,-51.310,  0.0,20, 3.2,1,"I","5",,"SP","Pres. Prudente","(UNESP;IPT;IAG;UnB)"
1992,07,05,09,55,40.00,,-21.090,-43.660,  0.0,10, 3.1,1,"I","3-4",,"MG","Barbacena","(IPT;IAG;UnB)"
1992,07,12,04,12,35.00,,-21.330,-46.150,  0.0,5, 2.6,1,"I",,,"MG","Areado","(UnB;IAG;IPT)"
1992,07,13,02,04,44.00,,-21.330,-46.150,  0.0,5, 2.6,1,"I",,,"MG","Areado","(UnB;IAG;IPT)"
1992,07,25,23,18,54.00,,-19.950,-44.160,  0.0,5, 2.8,1,"A","5-6",0.700000,"MG","Betim","(IAG;IPT;UnB)"
1992,07,29,22,41,25.00,,-21.170,-43.820,  0.0,10, 2.6,1,"I","2",,"MG","Barbacena","(IAG;IPT;UnB)"
1992,08,13,18,20,31.00,,-11.730,-40.570,  0.0,40, 2.8,1,"I",,,"BA","Mundo Novo","(IAG)"
1992,08,14,07,08,18.00,,-23.360,-45.640,  0.0,0, 2.6,1,"A","4-5",0.330000,"SP","Paraibuna","(IPT;IAG;UnB) Induzido"
1992,08,20,19,23,34.00,,-10.310,-40.030,  0.0,20, 2.5,1,"I",,,"BA","S. do Bonfim","(IAG) Explosao ?"
1992,08,25,17,26,26.00,,-12.780,-39.030,  0.0,50, 3.2,1,"I",,,"BA","Reconcavo","(UnB;IAG)"
1992,10,01,15,05,53.00,,-21.570,-47.010,  0.0,30, 2.7,1,"I",,,"SP","S.J.R.Pardo","(IAG;IPT;UnB)"
1992,10,15,08,56,19.00,,-11.730,-40.570,  0.0,40, 2.6,1,"I",,,"BA","Mundo Novo","(IAG)"
1992,10,15,19,33,20.00,,-19.800,-43.970,  0.0,30, 3.0,1,"I",,,"MG","R.das Neves","(IAG;IPT;UnB) Explosao ?"
1992,12,09,16,21,00.00,,-24.890,-46.330,  0.0,20, 3.4,1,"I",,,"SP","Margem Cont.","(IAG;IPT;UnB;COPEL)"
1993,01,21,16,21,06.00,,-23.350,-45.650,  0.0,2, 2.5,1,"I","4",0.100000,"SP","Paraibuna","(IPT;IAG)"
1993,01,28,03,50,42.00,,-5.630,-35.840,  0.0,10, 2.6,1,"I",,,"RN","J.Camara","(UFRN;UnB;IAG)"
1993,02,01,16,09,24.00,,-5.630,-35.840,  0.0,10, 3.0,1,"I",,,"RN","J. Camara","(UFRN;UnB;IAG)"
1993,02,03,21,14,30.00,,-5.630,-35.840,  0.0,10, 2.7,5,"I",,,"RN","J.Camara","(UFRN;UnB;IAG)"
1993,03,09,08,56,03.00,,-20.580,-45.400,  1.0,1, 3.1,1,"I","4",1.200000,"MG","Formiga","(IAG;IPT;UnB;UNESP)"
1993,04,16,11,38,58.00,,-3.810,-40.140,  0.0,5, 2.5,5,"I","3-4",,"CE","Forquilha","(UFRN;UnB;IAG)"
1993,05,10,15,15,13.00,,-21.600,-40.700,  0.0,30, 3.2,1,"I",,,"RJ","Margem Cont.","(IAG;IPT;UnB;UNESP)"
1993,05,12,00,37,23.00,,-20.580,-45.400,  1.0,1, 2.9,1,"I","4",1.900000,"MG","Formiga","(IAG;IPT;UnB;UNESP)"
1993,05,21,10,32,12.00,,-23.910,-43.000,  0.0,20, 3.6,1,"I",,,"SP","Margem Cont.","(IPT;IAG;UnB;UNESP;COPEL"
1993,06,05,05,51,01.00,,-29.830,-57.300,  0.0,30, 3.4,1,"I",,,"AR","Argentina","(IPT;COPEL;IAG;UFRS;UNESP)"
1993,06,25,02,03,01.00,,-24.440,-43.540,  0.0,30, 2.7,1,"I",,,"SP","Margem Cont.","(IAG;IPT)"
1993,07,12,08,29,01.00,,-14.790,-51.030,  0.0,10, 4.1,1,"I","5",39.000000,"GO","Aruana","(UnB;IAG;IPT;UFRN;COPEL)"
1993,09,04,14,22,20.00,,-21.310,-46.750,  0.0,30, 2.7,1,"I",,,"MG","Mte.S.Minas","(IAG;IPT)"
1993,09,17,09,58,40.00,,-21.410,-47.180,  0.0,20, 2.5,1,"I",,,"SP","StaRViterbo","(IAG;IPT) Explosao ?"
1993,09,25,20,27,27.00,,-10.490,-37.070,  0.0,10, 3.5,1,"I","5",,"SE","Capela","(UFRN;IAG;UnB)"
1993,09,27,03,56,06.00,,-10.490,-37.070,  0.0,10, 3.5,1,"I","5-6",,"SE","Capela","(UFRN;IAG;UnB)"
1993,10,06,07,23,11.00,,-8.280,-36.020,  0.0,5, 2.5,1,"I",,,"PE","Caruaru","(UFRN;UnB;IAG)"
1993,10,10,00,58,17.00,,-8.280,-36.020,  0.0,5, 3.3,1,"I","3-4",,"PE","Caruaru","(UFRN;UnB;UFRN;IAG)"
1993,10,18,06,18,08.00,,-15.140,-44.970,  0.0,40, 3.3,1,"I",,,"MG","Januaria","(UnB;IAG;UNESP)"
1993,11,18,15,22,46.00,,-5.300,-50.430,  0.0,80, 3.9,1,"I",,,"PA","Serra de Carajas","(UnB;IAG;UFRN)"
1993,12,04,01,49,57.00,,-20.260,-44.750,  0.0,1, 2.6,1,"I","4",,"MG","Carmo do Cajuru","(IAG;UnB;IPT) varios"
1993,12,27,15,10,50.00,,-20.320,-44.470,  0.0,5, 2.9,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,27,21,29,22.00,,-20.320,-44.470,  0.0,5, 2.6,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,27,22,48,11.00,,-20.320,-44.470,  4.0,5, 3.6,1,"I","5",,"MG","Itaguara","(IAG;UnB;IPT) varios"
1993,12,28,21,09,34.00,,-20.320,-44.470,  0.0,5, 3.2,1,"I","3",,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,21,28,10.00,,-20.320,-44.470,  0.0,5, 2.7,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,21,32,06.00,,-20.320,-44.470,  4.0,5, 3.2,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,22,28,33.00,,-20.320,-44.470,  0.0,5, 2.9,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,28,22,32,35.00,,-20.320,-44.470,  0.0,5, 2.9,1,"I","3",,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,29,04,59,25.00,,-20.320,-44.470,  0.0,5, 2.8,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1993,12,31,10,29,50.00,,-20.320,-44.470,  0.0,5, 2.8,1,"I",,,"MG","Itaguara","(IAG;UnB;IPT)"
1994,02,09,12,15,38.00,,-22.760,-56.710,  0.0,40, 3.0,1,"I",,,"PY","Paraguai","(IPT;UnB;IAG;COPEL)"
1994,03,07,20,00,15.00,,-19.170,-47.610,  0.0,20, 2.5,1,"I",,,"MG","Sacramento","(UnB)"
1994,04,06,12,18,22.00,,-9.750,-36.540,  0.0,20, 2.8,1,"I","4",,"AL","Junqueiro","(IAG;UnB)"
1994,04,11,18,03,21.00,,-19.890,-44.150,  1.0,5, 2.6,1,"I","3",,"MG","Betim","(IAG;UnB) varios"
1994,06,01,21,22,07.00,,-23.120,-40.970,  0.0,20, 3.3,1,"I",,,"RJ","Margem Cont.","(UnB;IAG)"
1994,06,08,05,32,33.00,,-19.380,-47.650,  0.0,5, 2.8,1,"I",,,"MG","Nova Ponte","(UnB)"
1994,06,09,00,26,40.00,,-23.450,-45.510,  2.0,2, 2.6,5,"I",,,"SP","Paraibuna","(IPT;IAG)"
1994,06,18,21,02,07.00,,-4.410,-38.290,  4.0,2, 2.9,1,"I",,,"CE","Cascavel","(UFRN;IAG) varios"
1994,06,20,18,15,44.00,,-4.410,-38.290,  4.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,21,02,00,01.00,,-4.410,-38.290,  4.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,23,07,32,37.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1994,06,23,07,44,31.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,06,23,07,45,59.00,,-4.410,-38.290,  4.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,07,21,22,13.00,,-19.860,-46.960,  0.0,40, 2.5,1,"I",,,"MG","Tapira","(UnB)"
1994,07,24,11,21,01.00,,-4.410,-38.290,  4.0,2, 2.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,12,12,16.00,,-4.410,-38.290,  4.0,2, 2.7,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,07,24,13,56,02.00,,-4.410,-38.290,  4.0,2, 2.9,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,05,12,56,03.00,,-4.410,-38.290,  4.0,2, 2.8,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,08,06,22,19,31.00,,-10.510,-37.340,  0.0,50, 2.6,1,"I",,,"SE","Gado Bravo","(IAG) Explosao ?"
1994,08,11,07,23,34.00,,-4.410,-38.290,  4.0,2, 3.5,1,"I",,,"CE","Cascavel","(UFRN;IAG;UnB)"
1994,08,26,01,31,47.00,,-5.490,-36.540,  0.0,2, 3.0,1,"I",,,"RN","N.S. Rafael","(UFRN;UnB;IAG)varios"
1994,08,26,07,52,30.00,,-5.490,-36.540,  0.0,2, 2.6,1,"I",,,"RN","N.S. Rafael","(UFRN;UnB;IAG)"
1994,09,11,01,41,22.00,,-5.460,-35.690,  0.0,10, 3.5,1,"I",,,"RN","Joao Camara","(UFRN;IAG;UnB)"
1994,09,20,07,09,46.00,,-4.410,-38.290,  4.0,2, 2.8,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,09,20,09,17,53.00,,-23.170,-46.110,  2.0,2, 2.6,5,"I",,,"SP","Igarata","(IPT;IAG)"
1994,09,23,01,05,17.00,,-13.420,-39.660,  0.0,40, 2.7,1,"I","3-4",,"BA","Jaguaquara","(IAG)"
1994,11,04,12,19,47.00,,-4.410,-38.290,  4.0,2, 2.8,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1994,11,13,04,47,17.00,,-20.200,-44.400,  0.0,10, 3.0,1,"I","4-5",1.650000,"MG","Brumadinho","(IAG;UnB;IPT)"
1994,11,15,03,10,44.00,,-4.410,-38.290,  4.0,2, 2.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1995,01,11,17,37,06.00,,-17.220,-48.620,  0.0,20, 2.5,1,"I",,,"GO","Pires do Rio","(UnB)"
1995,01,13,20,46,,,-4.410,-38.290,  0.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1995,01,18,19,21,08.00,,-4.410,-38.290,  0.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;UnB)"
1995,01,18,21,45,,,-4.410,-38.290,  0.0,2, 2.6,5,"I",,,"CE","Cascavel","(UFRN)"
1995,01,28,03,23,00.00,,-23.990,-49.180,  0.0,20, 2.5,1,"I",,,"SP","Itarare","(IPT;IAG)"
1995,02,09,22,17,22.00,,-12.470,-54.200,  0.0,80, 3.7,1,"I",,,"MT","Consul","(UnB)"
1995,03,11,03,52,06.00,,-26.130,-48.390,  0.0,30, 2.8,1,"I",,,"SC","Plat. Cont.","(IPT;IAG;COPEL;UFRS)"
1995,03,18,02,59,31.00,,-24.500,-49.870,  0.0,10, 2.5,1,"I","5",,"PR","Pirai do Sul","(IAG;IPT;COPEL)"
1995,03,20,03,26,38.00,,-5.370,-35.940,  0.0,30, 2.9,5,"I",,,"RN","Joao Camara","(UFRN;UnB)"
1995,03,20,12,12,58.00,,-12.270,-49.320,  0.0,50, 2.6,1,"I",,,"TO","Figueiropol.","(UnB)"
1995,03,29,00,41,36.00,,-7.110,-40.220,  0.0,30, 2.6,1,"I",,,"CE","Aiuaba","(UFRN;IAG;UnB)"
1995,04,02,11,17,37.00,,-24.980,-48.410,  0.0,20, 2.5,1,"I",,,"SP","Rio Vermelho","(IPT)"
1995,04,19,21,11,23.00,,-19.120,-47.570,  0.0,10, 2.5,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,04,21,08,51,27.00,,-19.140,-47.670,  0.0,5, 3.5,1,"I","3",,"MG","Nova Ponte","(UnB;IPT;IAG)"
1995,04,22,16,50,50.00,,-4.410,-38.290,  4.0,2, 3.5,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1995,04,23,01,36,57.00,,-4.670,-38.190,  0.0,20, 2.7,1,"I",,,"CE","Hidrolandia","(UFRN;UnB;IAG)"
1995,04,28,13,33,08.00,,-5.610,-35.610,  0.0,10, 2.6,1,"I",,,"RN","Taipu","(UFRN;IAG;UnB)"
1995,05,02,16,49,26.00,,-25.680,-48.310,  0.0,50, 3.1,1,"I",,,"SP","Margem Cont.","(IPT)"
1995,05,04,00,50,51.00,,-25.330,-43.980,  0.0,50, 2.5,1,"I",,,"SP","Margem Cont.","(IPT;IAG)"
1995,05,10,01,37,56.00,,-3.910,-40.410,  0.0,5, 3.4,1,"I",,,"CE","Groairas","(UFRN;IAG)"
1995,05,26,19,43,44.00,,-20.200,-47.650,  0.0,50, 2.9,1,"I",,,"SP","Buritizal","(UnB)"
1995,05,27,23,19,44.00,,-20.010,-44.700,  0.0,20, 3.1,1,"I",,,"MG","Igaratinga","(UnB;IPT;IAG)"
1995,05,28,09,22,59.00,,-20.930,-47.650,  0.0,50, 2.7,1,"I",,,"SP","Batatais","(UnB)"
1995,05,29,11,58,20.00,,-19.460,-47.570,  0.0,20, 2.5,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,05,30,13,01,20.00,,-20.920,-47.630,  0.0,50, 2.6,1,"I",,,"SP","Nuporanga","(UnB)"
1995,05,30,19,43,08.00,,-19.680,-47.500,  0.0,30, 3.0,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,05,31,00,36,47.00,,-25.150,-44.600,  0.0,50, 3.0,1,"I",,,"SP","Margem Cont.","(IAG;IPT)"
1995,06,02,09,32,11.00,,-20.540,-47.660,  0.0,50, 2.9,1,"I",,,"SP","Sao Jose","(UnB)"
1995,06,03,05,26,31.00,,-18.030,-46.740,  0.0,50, 3.1,1,"I",,,"GO","Vazante","(UnB;IAG)"
1995,06,03,19,50,03.00,,-19.430,-47.810,  0.0,30, 2.6,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,06,04,02,49,24.00,,-19.560,-45.660,  0.0,60, 2.5,1,"I",,,"MG","Dores Indaia","(UnB;IAG)"
1995,06,04,03,19,53.00,,-20.000,-45.670,  0.0,20, 2.5,1,"I",,,"MG","Lagoa Prata","(UnB;IAG;IPT)"
1995,06,06,00,32,22.00,,-20.320,-48.410,  0.0,30, 2.8,1,"I",,,"SP","Guaira","(UnB;IPT;IAG)"
1995,06,06,17,42,04.00,,-21.020,-47.550,  0.0,40, 2.5,1,"I",,,"SP","Altinopolis","(UnB)"
1995,06,06,17,43,43.00,,-21.030,-47.600,  0.0,40, 2.7,1,"I",,,"SP","Altinopolis","(UnB)"
1995,06,08,03,48,11.00,,-19.500,-45.740,  0.0,60, 2.5,1,"I",,,"MG","Dores Indaia","(UnB;IAG)"
1995,06,08,20,00,13.00,,-20.860,-47.570,  0.0,50, 2.5,1,"I",,,"SP","Batatais","(UnB)"
1995,06,18,08,44,44.00,,-24.000,-49.510,  0.0,10, 2.6,1,"I",,,"PR","Reianopolis","(IPT;IAG)"
1995,06,21,02,57,43.00,,-10.790,-48.340,  0.0,20, 2.9,1,"I",,,"TO","Porto Nacional","(UnB;IAG)"
1995,08,06,07,03,40.00,,-22.690,-51.550,  0.0,50, 2.7,1,"I",,,"PR","Maira","(IPT;IAG)"
1995,08,10,19,16,32.00,,-9.860,-50.540,  0.0,70, 2.9,1,"I",,,"MT","Vila Rica","(UnB)"
1995,08,24,03,20,06.00,,-19.170,-47.860,  0.0,20, 3.0,1,"I",,,"MG","Nova Ponte","(UnB)"
1995,08,24,21,31,10.00,,-5.530,-35.750,  0.0,30, 2.5,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,08,27,12,12,,,-16.670,-43.940,  0.0,10, 2.6,1,"I",,,"MG","Montes Claros","(IAG;UnB;IPT)"
1995,08,27,20,08,35.00,,-16.670,-43.940,  0.0,10, 3.7,1,"I","6",,"MG","Montes Claros","(IAG;UnB;IPT)"
1995,09,21,17,00,,,-11.930,-61.930,  0.0,5, 2.6,4,"C","3",,"RO","Rolim de Moura","(IAG)"
1995,10,12,10,45,,,-4.410,-38.290,  0.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1995,10,28,06,07,,,-23.730,-53.210,  0.0,50, 2.8,1,"I",,,"PR","Lovat","(IPT)"
1995,11,02,06,55,51.00,,-13.600,-48.950,  0.0,30, 2.5,1,"I",,,"GO","S.T. de Goias","(UnB)"
1995,11,10,17,27,42.00,,-18.780,-44.700,  0.0,50, 2.5,1,"I",,,"MG","Formiga","(IAG) Explosao ?"
1995,11,25,19,12,49.00,,-5.530,-35.750,  0.0,30, 2.5,1,"I",,,"RN","Joao Camara","(UFRN)"
1995,12,11,20,49,47.00,,-13.810,-48.850,  0.0,40, 2.7,1,"I",,,"GO","Formoso","(UnB)"
1996,01,13,00,33,09.00,,-28.040,-46.380,  0.0,50, 3.2,1,"I",,,"SC","Margem Cont.","(IAG;IPT;COPEL;UFRS)"
1996,01,19,16,18,30.00,,-5.520,-35.730,  0.0,10, 2.7,1,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1996,02,23,23,27,09.00,,-21.950,-48.680,  0.0,5, 2.9,1,"I",,,"SP","Bariri","(IPT;UnB;IAG;COPEL)"
1996,02,28,05,34,51.00,,-19.580,-48.200,  0.0,50, 2.8,1,"I",,,"MG","Nova Ponte","(UnB)"
1996,03,01,03,39,33.00,,-15.610,-51.870,  0.0,4, 3.2,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,12,10,18,36.00,,-28.430,-34.660,  0.0,50, 4.6,0,"I",,,"SC","Atlantico S","(ISC)"
1996,03,13,05,05,58.00,,-15.610,-51.870,  0.0,4, 3.6,1,"I",,,"MT","Araguaiana","(UnB;IPT;IAG)"
1996,03,21,18,49,29.00,,-15.610,-51.870,  0.0,4, 3.4,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,21,18,53,42.00,,-15.610,-51.870,  0.0,4, 3.1,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,22,06,17,07.00,,-15.610,-51.870,  0.0,4, 2.9,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,28,11,50,00.00,,-15.610,-51.870,  0.0,4, 3.1,1,"I",,,"MT","Araguaiana","(UnB)"
1996,03,28,15,05,53.00,,-24.870,-44.240,  0.0,30, 3.1,1,"I",,,"SP","Margem Cont.","(IPT;UnB;IAG)"
1996,03,30,21,32,56.00,,-15.610,-51.870,  0.0,4, 3.2,1,"I",,,"MT","Araguaiana","(UnB;IAG)"
1996,04,04,21,45,33.00,,-19.920,-44.350,  0.0,50, 2.7,1,"I",,,"MG","Betim","(UnB;IAG)"
1996,04,09,05,17,00.00,,-21.290,-47.320,  0.0,5, 2.8,5,"I",,,"SP","Cajuru","(IPT)"
1996,04,15,04,56,43.00,,-15.760,-51.930,  0.0,50, 2.6,1,"I",,,"MT","Araguaiana","(UnB)"
1996,04,24,20,03,55.00,,-26.470,-45.380,  0.0,30, 3.0,1,"I",,,"SC","Margem Cont.","(IAG;IPT)"
1996,04,27,09,04,18.00,,-15.640,-51.910,  0.0,50, 2.6,1,"I",,,"MT","Araguaiana","(UnB)"
1996,04,27,14,47,12.00,,-18.120,-43.690,  0.0,60, 3.2,1,"I",,,"MT","Alto Garcas","(UnB)"
1996,05,01,12,43,53.00,,-12.570,-48.050,  0.0,20, 2.7,1,"I",,,"TO","S.STocantins","(UnB)"
1996,05,09,05,17,04.00,,-21.390,-47.250,  0.0,10, 2.7,1,"I","4",,"SP","Cajuru","(IAG;IPT;UnB)"
1996,05,10,02,45,18.00,,-15.790,-51.730,  0.0,50, 2.7,1,"I",,,"MT","Araguaiana","(UnB)"
1996,05,10,06,00,43.00,,-15.610,-51.870,  0.0,4, 3.4,1,"I","6",,"MT","Araguaiana","(UnB;IPT;IAG)"
1996,05,13,20,43,25.00,,-15.610,-51.870,  0.0,4, 2.6,1,"I",,,"MT","Araguaiana","(UnB)"
1996,06,03,05,18,29.00,,-13.030,-50.350,  0.0,50, 2.7,1,"I",,,"GO","S.M.Araguaia","(UnB)"
1996,06,11,20,38,37.00,,-22.730,-48.680,  0.0,50, 3.4,1,"I",,,"SP","Areiopolis","(UnB)"
1996,06,13,03,50,20.00,,-26.700,-45.680,  0.0,40, 2.8,1,"I",,,"SC","Margem Cont.","(IPT;IAG)"
1996,06,26,00,33,44.00,,-13.310,-48.450,  0.0,60, 2.5,1,"I",,,"GO","Minacu","(UnB)"
1996,07,01,23,20,,,-10.750,-62.220,  0.0,20, 3.2,5,"I","4-5",,"RO","Ouro Preto","(UnB)"
1996,07,27,23,34,57.00,,-23.880,-57.020,  0.0,50, 3.0,1,"I",,,"PY","Paraguai","(IPT;COPEL)"
1996,08,03,15,14,11.00,,-19.310,-47.880,  0.0,30, 2.5,1,"I",,,"MG","Nova Ponte","(UnB)"
1996,08,15,09,24,36.00,,-15.610,-51.870,  0.0,4, 3.4,1,"I",,,"MT","Araguaiana","(UnB)"
1996,08,21,20,30,40.00,,-15.610,-51.870,  0.0,4, 3.0,1,"I",,,"MT","Araguaiana","(UnB)"
1996,08,28,13,14,04.00,,-15.790,-51.950,  0.0,30, 2.9,1,"I",,,"MT","Araguaiana","(UnB)"
1996,08,29,15,08,36.00,,-15.610,-51.870,  0.0,4, 3.0,1,"I",,,"MT","Araguaiana","(UnB)"
1996,09,01,04,12,47.00,,-15.810,-42.230,  0.0,30, 2.8,1,"I","4-5",,"MG","Taiobeiras","(UnB)"
1996,09,01,17,26,59.00,,-15.830,-51.930,  0.0,30, 2.8,1,"I",,,"MT","Araguaiana","(UnB)"
1996,09,10,02,55,,,-8.280,-35.980,  0.0,20, 2.8,4,"C","3-4",,"PE","Caruaru","(UnB; TV Globo)"
1996,09,12,07,01,40.00,,-15.570,-51.930,  0.0,20, 3.0,1,"I",,,"MT","Araguaiana","(UnB)"
1996,09,20,21,08,16.00,,-5.520,-35.730,  0.0,10, 2.6,1,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1996,09,21,04,26,57.00,,-15.740,-51.840,  0.0,50, 2.5,1,"I",,,"MT","Araguaiana","(UnB)"
1996,10,18,21,44,01.00,,-21.040,-46.740,  0.0,5, 4.0,1,"I","5",11.000000,"MG","Jacui-Guaxupeh","(UnB;IAG;IPT)"
1996,10,19,04,19,02.00,,-15.740,-51.690,  0.0,50, 2.6,1,"I",,,"MT","Araguaiana","(UnB)"
1996,10,19,10,56,09.00,,-12.360,-49.310,  0.0,50, 2.5,1,"I",,,"TO","Alvorada","(UnB)"
1996,10,26,20,30,17.00,,-22.710,-40.500,  0.0,30, 4.0,1,"I",,,"RJ","Margem Cont.","(IAG;UnB;IPT)"
1996,10,28,22,02,48.00,,-21.290,-47.320,  0.0,5, 2.6,1,"I","4",,"SP","Cajuru","(IAG;IPT)"
1996,11,09,15,38,01.00,,-24.410,-47.840,  0.0,20, 2.8,1,"I",,,"SP","Registro","(IAG;IPT)"
1996,11,13,23,39,08.00,,-12.260,-50.110,  0.0,60, 3.4,1,"I",,,"TO","Gurupi","(UnB;IAG)"
1996,11,15,08,10,46.00,,-10.960,-38.370,  0.0,10, 2.6,1,"I","3",,"SE","Capela","(IAG)"
1996,11,26,04,14,24.00,,-11.390,-56.800,  0.0,30, 4.2,2,"I","3-4",,"MT","Tabapora","(UnB;IAG;IPT;IDC: mb=4.0)"
1996,12,10,17,44,18.00,,-15.610,-51.870,  0.0,4, 3.5,1,"I",,,"MT","Araguaiana","(UnB;IAG)"
1997,01,13,03,42,27.00,,-20.280,-44.330,  0.0,20, 2.7,1,"I",,,"MG","Rio Manso","(IAG;UnB;IPT)"
1997,02,26,21,07,41.00,,-15.610,-51.870,  0.0,3, 3.0,1,"I",,,"MT","Araguaiana","(UnB)"
1997,03,17,01,27,25.00,,-24.100,-44.710,  0.0,30, 2.7,5,"I",,,"SP","Margem Cont.","(IAG;IPT)"
1997,04,22,14,29,39.00,,-3.760,-40.790,  0.0,10, 3.2,1,"I","4-5",,"CE","Frecheirinha","(UFRN;IAG)"
1997,04,23,03,55,25.00,,-4.410,-38.290,  0.0,2, 2.7,1,"I","4",,"CE","Cascavel","(UFRN;IAG)"
1997,04,27,05,28,28.00,,-15.610,-51.870,  0.0,3, 2.5,5,"I",,,"MT","Araguaiana","(UnB)"
1997,05,17,23,28,01.00,,-7.140,-51.250,  0.0,10, 3.2,1,"I",,,"PA","Sao Felix do Xingu","(UnB)"
1997,05,27,20,07,34.00,,-13.520,-49.500,  0.0,10, 3.5,1,"I",,,"GO","Porangatu","(UnB)"
1997,06,09,12,02,16.00,,-3.190,-40.430,  0.0,2, 3.2,5,"I","5",,"CE","Senador Sa","(UFRN;IAG)"
1997,06,23,07,21,31.00,,-5.520,-35.740,  0.0,5, 2.5,5,"I",,,"RN","Joao Camara","(UFRN;IAG)"
1997,07,08,19,31,43.00,,-22.810,-40.780,  0.0,30, 2.9,1,"I",,,"RJ","Margem Cont.","(IAG;UnB)"
1997,07,11,19,16,56.00,,-17.980,-51.910,  0.0,10, 2.8,1,"I",,,"GO","Jatai","(UnB)"
1997,07,13,04,32,28.00,,-22.750,-40.660,  0.0,30, 2.5,1,"I",,,"RJ","Margem Cont.","(IAG;UnB)"
1997,07,17,16,45,45.00,,-20.820,-47.170,  0.0,30, 2.9,1,"I",,,"SP","Antas","(UnB)"
1997,07,18,07,16,10.00,,-5.520,-35.740,  0.0,5, 2.7,5,"I",,,"RN","Joao Camara","(UFRN;IAG;UnB)"
1997,08,16,16,11,06.00,,-14.970,-50.580,  0.0,10, 3.0,1,"I",,,"GO","Mozarlandia","(UnB)"
1997,08,22,01,28,35.00,,-22.870,-45.960,  0.0,10, 2.8,1,"I","3",,"SP","S.Francisco Xavier","(UnB;IAG;IPT)"
1997,08,23,14,29,06.00,,-22.860,-45.960,  0.0,10, 2.6,1,"I","2",,"SP","S.F. Xavier","(IAG;UnB;IPT)"
1997,08,24,05,59,04.00,,-11.100,-50.610,  0.0,10, 3.1,1,"I",,,"TO","S.F.Araguaia","(UnB)"
1997,09,19,19,34,31.00,,-4.410,-38.290,  0.0,2, 2.5,5,"I",,,"CE","Cascavel","(UFRN;IAG)"
1997,09,19,22,03,22.00,,-4.410,-38.290,  0.0,2, 3.6,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1997,09,21,04,14,55.00,,-4.410,-38.290,  0.0,2, 3.3,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1997,09,22,16,05,47.00,,-4.410,-38.290,  0.0,2, 2.8,5,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1997,09,22,21,48,38.00,,-4.410,-38.290,  0.0,2, 3.3,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
1997,09,26,18,11,23.00,,-4.410,-38.290,  0.0,2, 2.7,1,"I",,,"CE","Cascavel","(UFRN;UnB;IAG)"
